# Supplemental public-domain glossary for the definitions asset.
#
# Format: one entry per line, "<word>\t<gloss>". Lines starting with # and blank
# lines are ignored. Consumed by tools/mergedefs via -glossary. Only a word that is
# itself missing from a word list is folded into the asset, and existing
# (Wiktionary / Webster / WordNet) definitions always win.
#
# These glosses were extracted from public-domain sources for words the primary
# layers do not define. Provenance per section below; details in
# defs/assets/definitions/SOURCES.md.
#
# --- jamieson-scots ---
# Jamieson, Etymological Dictionary of the Scottish Language (PD); Gutenberg #40521.
tarantists	one afflicted with tarantism, the dancing frenzy once laid to the tarantula's bite
tarboy	(Australian) the lad who dabs tar on sheep nicked by the shears
tarboys	(Australian) the lad who dabs tar on sheep nicked by the shears
tarcel	the male of a hawk, a third smaller than the female; also TARSAL, TARSEL, TASSELL, TERCEL, TIERCEL
tarcels	the male of a hawk, a third smaller than the female; also TARSAL, TARSEL, TASSELL, TERCEL, TIERCEL
targetitis	a fixation on meeting set targets at the cost of all else
targetitises	a fixation on meeting set targets at the cost of all else
tarrow	(Scots) to hang back, to show oneself unwilling
tarrowed	(Scots) to hang back, to show oneself unwilling
tarrowing	(Scots) to hang back, to show oneself unwilling
tarrows	(Scots) to hang back, to show oneself unwilling
tarsiped	a marsupial of the genus Tarsipes, the honey possum
tarsipeds	a marsupial of the genus Tarsipes, the honey possum
tartanalia	Scottish knick-knacks and trappings got up for effect
tartanalias	Scottish knick-knacks and trappings got up for effect
tasar	(Hindi) a coarse fawn silk reeled from wild Indian silkworms; also TUSSAH, TUSSAR, TUSSEH, TUSSER, TUSSOR, TUSSORE, TUSSUR
tasars	(Hindi) a coarse fawn silk reeled from wild Indian silkworms; also TUSSAH, TUSSAR, TUSSEH, TUSSER, TUSSOR, TUSSORE, TUSSUR
tasimetries	measurement made with a tasimeter, an instrument sensitive to the smallest shifts in temperature
tasimetry	measurement made with a tasimeter, an instrument sensitive to the smallest shifts in temperature
tatahash	(dialect) a stew of potatoes cooked with the cheapest cuts of meat
tatahashes	(dialect) a stew of potatoes cooked with the cheapest cuts of meat
tatterdemallion	hanging in rags; also, one whose clothes are in tatters; also TATTERDEMALION
taube	(German) a German monoplane whose swept wings were copied from a winged seed rather than from a bird
taubes	(German) a German monoplane whose swept wings were copied from a winged seed rather than from a bird
tauhinu	(Maori) a poplar
tauhinus	(Maori) a poplar
tauiwi	(Maori) literally a people from elsewhere, used of New Zealanders who are not Maori
tauiwis	(Maori) literally a people from elsewhere, used of New Zealanders who are not Maori
tauld	to make known to, to give word of
tautit	(Scots) knotted and matted together
tautochronism	the property of a tautochrone, a curve down which a body falls to the bottom in the same time from any point
tautochronisms	the property of a tautochrone, a curve down which a body falls to the bottom in the same time from any point
tautometric	answering exactly in the arrangement of its syllables; also TAUTOMETRICAL
tautometrical	answering exactly in the arrangement of its syllables; also TAUTOMETRIC
tavah	(Hindi) the flat iron plate on which Indian breads are cooked; also TAVA, TAWA
tavahs	(Hindi) the flat iron plate on which Indian breads are cooked; also TAVA, TAWA
tavered	(Scots) to wander in mind or body, to talk wildly; also TAIVER
tavering	(Scots) to wander in mind or body, to talk wildly; also TAIVER
tavers	(Scots) to wander in mind or body, to talk wildly; also TAIVER
tavert	(Scots) confused in the head, bewildered; also TAIVERT
tawai	(Maori) a New Zealand beech; also TAWHAI
tawais	(Maori) a New Zealand beech; also TAWHAI
tawhai	(Maori) a New Zealand beech; also TAWAI
tawhais	(Maori) a New Zealand beech; also TAWAI
tawheowheo	(Maori) a New Zealand tree of the mountain forest, sometimes called an azalea
tawheowheos	(Maori) a New Zealand tree of the mountain forest, sometimes called an azalea
tawhiri	(Maori) a small New Zealand tree with glossy dark green leaves crimped at the edge
tawhiris	(Maori) a small New Zealand tree with glossy dark green leaves crimped at the edge
tawt	(Scots) to knot and mat together; also TAUT
tawtie	(Scots) knotted and matted together
tawtier	(Scots) knotted and matted together
tawtiest	(Scots) knotted and matted together
tawting	(Scots) to knot and mat together; also TAUT
tawts	(Scots) to knot and mat together; also TAUT
teabread	a fruit loaf whose dried fruit is first steeped in cold tea
teabreads	a fruit loaf whose dried fruit is first steeped in cold tea
teachie	(obsolete) touchy, easily put out; also TECHY
technopolitan	one who lives in a technopolis, a city built round technology
technopolitans	one who lives in a technopolis, a city built round technology
teckel	(German) a dachshund, the short-legged badger dog
teckels	(German) a dachshund, the short-legged badger dog
teddie	a one-piece undergarment for women, camisole and knickers in one; also TEDDY
tedier	(Scott) wearisome, long drawn out
tediest	(Scott) wearisome, long drawn out
tedy	(Scott) wearisome, long drawn out
telaesthetic	having to do with telaesthesia, the perceiving of things or happenings not present to the senses; also TELESTHETIC
teleferique	(French) a ropeway carrying cars slung from an overhead cable; also TELEPHERIQUE
teleferiques	(French) a ropeway carrying cars slung from an overhead cable; also TELEPHERIQUE
telepherique	(French) a ropeway carrying cars slung from an overhead cable; also TELEFERIQUE
telepheriques	(French) a ropeway carrying cars slung from an overhead cable; also TELEFERIQUE
telesthetic	having to do with telesthesia, the perceiving of things not present to the senses; also TELAESTHETIC
teletron	a cathode-ray tube in which a television picture is built up
teletrons	a cathode-ray tube in which a television picture is built up
televerite	the televising of real life as it happens, to heighten the sense of the real
televerites	the televising of real life as it happens, to heighten the sense of the real
telferic	having to do with a telfer, a system for moving loads along an overhead line by electricity; also TELPHERIC
tellar	a young shoot springing from a stump; also, to throw up such a shoot; also TELLER, TILLER
tellared	a young shoot springing from a stump; also, to throw up such a shoot; also TELLER, TILLER
tellaring	a young shoot springing from a stump; also, to throw up such a shoot; also TELLER, TILLER
tellars	a young shoot springing from a stump; also, to throw up such a shoot; also TELLER, TILLER
tellinoid	resembling a tellin, one of the thin flat bivalves of sandy shores
telpherline	the overhead line along which a telpher runs
telpherlines	the overhead line along which a telpher runs
temperalitie	(Shakespeare) Mistress Quickly's grander version of temper, meaning mood
temperalities	(Shakespeare) Mistress Quickly's grander version of temper, meaning mood
tempore	(Latin) in the time of, used in dating
tendenzen	(German) a leaning or bias, above all in the shaping of a piece of music; also TENDENCE, TENDENCY
tenebrio	(Latin) one who goes about in the dark, and hence the genus name of the mealworm beetle
tenebrios	(Latin) one who goes about in the dark, and hence the genus name of the mealworm beetle
tenovaginitis	inflammation and thickening of the fibrous sheath about a tendon, met with chiefly in the hand; also TENDOVAGINITIS
tenovaginitises	inflammation and thickening of the fibrous sheath about a tendon, met with chiefly in the hand; also TENDOVAGINITIS
tensiblenesses	the quality of yielding to a pull without breaking
teratogenicist	one who studies the agents that cause malformation in the unborn
teratogenicists	one who studies the agents that cause malformation in the unborn
terremotive	having to do with the shaking of the earth
tertia	(Scott) a regiment of foot on the old Spanish model; also TERCIO
tertias	(Scott) a regiment of foot on the old Spanish model; also TERCIO
tertium	(Latin) a third thing, standing outside a pair of opposites
tertius	(Latin) the third of that name
tertiuses	(Latin) the third of that name
terts	a shortening of tetrachlorethylene, the dry-cleaning solvent
tervalencies	the condition of combining with three atoms of hydrogen or their equivalent; also TRIVALENCE, TRIVALENCY
tervalency	the condition of combining with three atoms of hydrogen or their equivalent; also TRIVALENCE, TRIVALENCY
tessaraglot	having command of four tongues
testamentar	having to do with a will, or left by one; also TESTAMENTAL, TESTAMENTARY
testificatory	serving to bear witness to a thing
testril	(obsolete) a sixpenny piece; also TESTRILL
testrill	(obsolete) a sixpenny piece; also TESTRIL
testrills	(obsolete) a sixpenny piece; also TESTRIL
testrils	(obsolete) a sixpenny piece; also TESTRILL
testudinary	marked like tortoiseshell, or shaped like a testudo; also TESTUDINAL, TESTUDINEOUS
tetrotoxin	the lethal nerve poison carried by the Japanese puffer fish; also TETRODOTOXIN
tetrotoxins	the lethal nerve poison carried by the Japanese puffer fish; also TETRODOTOXIN
teuchter	(Scots) a Lowland Scot's slighting word for a Highlander
teuchters	(Scots) a Lowland Scot's slighting word for a Highlander
thaim	(Scots) them
thankit	(Scots) used in be thankit, an expression of thanks to God
tharborough	(Shakespeare) a garbled form of thirdborough, a petty constable; also FARBOROUGH
tharboroughs	(Shakespeare) a garbled form of thirdborough, a petty constable; also FARBOROUGH
thelement	(Spenser) the element
thelements	(Spenser) the element
thelf	(Spenser) the elf
thelves	(Spenser) the elf
theocentricism	the outlook that puts God at the centre of all interest and concern; also THEOCENTRICITY
theocentricisms	the outlook that puts God at the centre of all interest and concern; also THEOCENTRICITY
theophobiac	one gripped by an overwhelming dread of God; also THEOPHOBIST
theophobiacs	one gripped by an overwhelming dread of God; also THEOPHOBIST
theorique	(Shakespeare) the theory of a thing as against its practice; also THEORIC
theoriques	(Shakespeare) the theory of a thing as against its practice; also THEORIC
theotokoi	(Greek) the title borne by the Virgin Mary in the Eastern churches, meaning she who bore God
theotokos	(Greek) the title borne by the Virgin Mary in the Eastern churches, meaning she who bore God
thermophils	needing great heat, or flourishing in it; also, an organism that does so; also THERMOPHILE, THERMOPHILIC, THERMOPHILOUS
thermophyllous	carrying leaves only through the warm season, and so shedding them
thiggit	(Scots) to go about asking alms, to live on charity
thimblewit	a dunce, one of very little sense
thimblewits	a dunce, one of very little sense
thimblewitted	empty-headed, of very little sense
thiophil	said of bacteria that seek out and thrive on sulphur
thixotrope	a substance that thins under stirring and stiffens again at rest
thixotropes	a substance that thins under stirring and stiffens again at rest
thonder	(Scots) over there, yonder
thorntree	any tree armed with thorns, the acacias above all
thorntrees	any tree armed with thorns, the acacias above all
thrae	(Scots) from, out of; also FRAE
thraiping	(dialect) a sound beating
thraipings	(dialect) a sound beating
threapit	(Scots) to argue stubbornly, to insist against denial; also THREEP
threepenceworth	as much of a thing as threepence will buy; also THREEPENNYWORTH
threepers	one who argues stubbornly and will not give way; also THREAPER
threepit	(Scots) to argue stubbornly, to insist against denial; also THREAP
thrissel	(Scots) the thistle, Scotland's emblem; also THRISTLE
thrissels	(Scots) the thistle, Scotland's emblem; also THRISTLE
thristle	(Scots) the thistle, Scotland's emblem; also THRISSEL
thristles	(Scots) the thistle, Scotland's emblem; also THRISSEL
thrombogen	the blood protein from which thrombin is formed when clotting begins
thrombogens	the blood protein from which thrombin is formed when clotting begins
thronner	(dialect) one who has a knack for odd jobs about a place
thronners	(dialect) one who has a knack for odd jobs about a place
throughgaun	(Scots) a sharp talking-to
throughgauns	(Scots) a sharp talking-to
thuggo	(colloquial) a rough, a ruffian
thuggos	(colloquial) a rough, a ruffian
thwartways	set across, from one side to the other; also THWARTWISE
thylose	a bladder-like growth pushed from one cell through a pit into the cavity of a vessel; also THYLOSIS, TYLOSIS
thyloses	a bladder-like growth pushed from one cell through a pit into the cavity of a vessel; also THYLOSIS, TYLOSIS
thylosis	a bladder-like growth pushed from one cell through a pit into the cavity of a vessel; also THYLOSE, TYLOSIS
tickettyboo	in good order, just as it should be
tidivation	(slang) a putting of oneself in order, a sprucing up; also TITIVATION, TITTIVATION
tidivations	(slang) a putting of oneself in order, a sprucing up; also TITIVATION, TITTIVATION
tietac	a clip or pin for holding a necktie in place; also TIETACK
tietacs	a clip or pin for holding a necktie in place; also TIETACK
tiggywinkle	(dialect) a hedgehog
tiggywinkles	(dialect) a hedgehog
tiktaalik	(Inuit) an extinct lobe-finned fish of the late Devonian, standing close to the first four-legged animals
tiktaaliks	(Inuit) an extinct lobe-finned fish of the late Devonian, standing close to the first four-legged animals
tillicum	(Native American) a friend, a word of the Chinook trade jargon
tillicums	(Native American) a friend, a word of the Chinook trade jargon
timon	(obsolete) the tiller or helm of a vessel
timons	(obsolete) the tiller or helm of a vessel
tinsey	(obsolete dialect) tinsel, glittering thread
tinseys	(obsolete dialect) tinsel, glittering thread
tintinnabulant	giving out the ringing sound of a bell; also TINTINNABULAR, TINTINNABULARY
tintookie	(Australian slang) one who fawns and cringes
tintookies	(Australian slang) one who fawns and cringes
tiptronic	a gearbox that will shift itself or answer to the driver's hand as he chooses
tiptronics	a gearbox that will shift itself or answer to the driver's hand as he chooses
tiriti	(Maori) a treaty, and above all the Treaty of Waitangi
tiritis	(Maori) a treaty, and above all the Treaty of Waitangi
tironic	after the manner of a beginner, raw and untried; also TYRONIC
tirrivie	(Scots) a fit of temper, an outburst; also TIRRIVEE
tirrivies	(Scots) a fit of temper, an outburst; also TIRRIVEE
titarakura	(Maori) a small freshwater fish of New Zealand streams
titarakuras	(Maori) a small freshwater fish of New Zealand streams
tite	(obsolete) straight away, without delay; also TYTE
titely	(obsolete) straight away, without delay; also TYTE
titmose	(Spenser) a titmouse, the small woodland bird
tittish	(slang) resembling a teat, and so paltry or contemptible
tittivator	one who titivates, one who smartens up; also TITIVATOR
tittivators	one who titivates, one who smartens up; also TITIVATOR
titupy	lively and skittish, apt to move unsteadily; also TITTUPPY, TITTUPY
tockier	thick with mud
tockiest	thick with mud
tockley	(vulgar Australian slang) the penis
tockleys	(vulgar Australian slang) the penis
tocky	thick with mud
toebie	(South African) a packed sandwich taken to work
toebies	(South African) a packed sandwich taken to work
toeraggers	a tramp, and so a person of no account; also TOERAG
tokoloshi	(Zulu) in Bantu belief, a hairy dwarfish being of ill intent and uncanny powers; also TIKOLOSHE, TOKOLOSHE
tokoloshis	(Zulu) in Bantu belief, a hairy dwarfish being of ill intent and uncanny powers; also TIKOLOSHE, TOKOLOSHE
tokotoko	(Maori) a carved staff carried by a speaker of standing on ceremonial occasions
tokotokos	(Maori) a carved staff carried by a speaker of standing on ceremonial occasions
tomboc	a Javanese weapon set on a long shaft
tombocs	a Javanese weapon set on a long shaft
tonant	sounding like thunder
toorie	(Scots) a small heap; also, the woollen bobble on the crown of a bonnet; also TOURIE
toories	(Scots) a small heap; also, the woollen bobble on the crown of a bonnet; also TOURIE
topagnoses	a sign of brain injury in which the sufferer cannot say which part of the body has been touched; also TOPAGNOSIA
topagnosia	a sign of brain injury in which the sufferer cannot say which part of the body has been touched; also TOPAGNOSIS
topagnosias	a sign of brain injury in which the sufferer cannot say which part of the body has been touched; also TOPAGNOSIS
topagnosis	a sign of brain injury in which the sufferer cannot say which part of the body has been touched; also TOPAGNOSIA
topalgia	pain felt at one fixed point
topalgias	pain felt at one fixed point
torret	the metal ring on a harness through which a rein is led; also TERRET, TERRIT
torrets	the metal ring on a harness through which a rein is led; also TERRET, TERRIT
tossen	(Spenser) to throw about, to toss
totanus	(Italian) the redshank, a wader of the genus Tringa
totanuses	(Italian) the redshank, a wader of the genus Tringa
touns	(Scots) a town, and in older use a farm steading
tourie	(Scots) a small heap; also, the woollen bobble on the crown of a bonnet; also TOORIE
touries	(Scots) a small heap; also, the woollen bobble on the crown of a bonnet; also TOORIE
toustie	(Scott) quick to take offence, testy
toustier	(Scott) quick to take offence, testy
toustiest	(Scott) quick to take offence, testy
toutie	(Scots) apt to sulk, peevish
toutier	(Scots) apt to sulk, peevish
toutiest	(Scots) apt to sulk, peevish
townskip	(Dickens) a street urchin of the town
townskips	(Dickens) a street urchin of the town
towt	(Scots) to go about with a long face, to sulk
towted	(Scots) to go about with a long face, to sulk
towting	(Scots) to go about with a long face, to sulk
towts	(Scots) to go about with a long face, to sulk
toxiphagous	feeding on what is poisonous; also TOXICOPHAGOUS
toxiphobiac	one afflicted with toxiphobia, a dread of poison or of being poisoned
toxiphobiacs	one afflicted with toxiphobia, a dread of poison or of being poisoned
toxocara	a roundworm of the genus Toxocara living in the gut of dogs and cats, whose eggs can infect people
toxocaras	a roundworm of the genus Toxocara living in the gut of dogs and cats, whose eggs can infect people
tozie	(Scots) a shawl woven from the soft under-hair of a goat
tracasserie	(French) a petty vexation, a state of being put out
tracasseries	(French) a petty vexation, a state of being put out
trachearian	belonging to the Trachearia, the mites and ticks; also, a creature of that group
trachearians	belonging to the Trachearia, the mites and ticks; also, a creature of that group
trachelate	furnished with a neck
trachinus	any of the weevers, the venomous-spined fishes that lie buried in sand
trachinuses	any of the weevers, the venomous-spined fishes that lie buried in sand
trachypterus	any of the dealfishes, the long ribbon-shaped fishes of deep water
trachypteruses	any of the dealfishes, the long ribbon-shaped fishes of deep water
trackroad	the path along a canal bank by which a boat is towed
trackroads	the path along a canal bank by which a boat is towed
tractorfeed	the drawing of continuous paper through a printer by sprockets engaging holes along its edges
tractorfeeds	the drawing of continuous paper through a printer by sprockets engaging holes along its edges
traducianistic	having to do with traducianism, the doctrine that the soul is passed from parent to child
traikit	(Scots) worn out, done in
trajectile	having to do with the path a thrown or fired body follows
trammie	(Australian) one who drives a tram
trammies	(Australian) one who drives a tram
transandean	lying across the Andes, or passing over them; also TRANSANDINE
transandine	lying across the Andes, or passing over them; also TRANSANDEAN
transeptate	partitioned off by walls set crosswise
transfard	(Spenser) made over to another, transferred
transuranian	said of an element whose atomic number runs past that of uranium; also TRANSURANIUM
transvaluers	one who sets a new scale of worth on things
trashtrie	(Scots) worthless stuff, rubbish
trashtries	(Scots) worthless stuff, rubbish
traumatonasties	a movement made by a plant part in answer to being wounded
traumatonasty	a movement made by a plant part in answer to being wounded
traybit	(Australian slang) a threepenny piece; also TREYBIT
traybits	(Australian slang) a threepenny piece; also TREYBIT
treewax	a wax laid down by a scale insect and used for polishing floors, known as Chinese wax
treewaxes	a wax laid down by a scale insect and used for polishing floors, known as Chinese wax
treille	(French) a framework of light bars on which vines are trained
treilles	(French) a framework of light bars on which vines are trained
trematic	having to do with the slits through which a fish breathes
tremblant	in jewellery, set on a spring so that the stones quiver at every movement
trenchard	at St Andrews, the flat square cap worn by undergraduates
trenchards	at St Andrews, the flat square cap worn by undergraduates
trenise	(French) the fourth figure danced in a quadrille
trenises	(French) the fourth figure danced in a quadrille
trests	(dialect) a braced frame on which a board is laid, a trestle; also TRESSEL
treybit	a threepenny piece; also TRAYBIT
treybits	a threepenny piece; also TRAYBIT
tribrachial	having to do with a tribrach, a metrical foot of three short syllables; also TRIBRACHIC
trichinising	to infest with trichinae, the slender roundworms that encyst in muscle; also TRICHINIZE, TRICHINOSE
trichinose	to infest with trichinae, the slender roundworms that encyst in muscle; also TRICHINISE, TRICHINIZE
trichinosing	to infest with trichinae, the slender roundworms that encyst in muscle; also TRICHINISE, TRICHINIZE
trichobacteria	bacteria that grow in long threads
trichocystic	having to do with a trichocyst, the cell that shoots out a thread to snare prey
trichopterist	one whose study is the caddis flies
trichopterists	one whose study is the caddis flies
trichronous	filling the time of three short syllables
triella	(Australian) a wager that names the winner of each of three set races
triellas	(Australian) a wager that names the winner of each of three set races
triffidy	after the manner of a triffid, the walking man-eating plant of fiction; also TRIFFIDIAN
triforial	having to do with a triforium, the arcaded gallery above a church aisle
trild	to sound a note with a rapid quaver
trimerism	the condition of being built up of three like parts
trimerisms	the condition of being built up of three like parts
trins	one of three born at a birth
trioxoboric	naming the acid systematically called trioxoboric acid, better known as boric acid
trippery	after the manner of a common day-tripper
tripplers	(South African) a horse that goes at a tripple, a gait between walking and trotting
tristichic	having to do with a tristich, a group of three lines of verse
triticalnesses	the quality of being worn out with repetition
triticism	a saying worn threadbare by use
triticisms	a saying worn threadbare by use
triumpheries	(Shakespeare) one of three sharing supreme power, a triumvir
triumphery	(Shakespeare) one of three sharing supreme power, a triumvir
trizone	a territory made up of three occupation zones, as western Germany was before 1949
trizones	a territory made up of three occupation zones, as western Germany was before 1949
trochotron	a counting tube in which a magnetic field steers a beam round onto electrodes set like spokes
trochotrons	a counting tube in which a magnetic field steers a beam round onto electrodes set like spokes
trocken	(German) on a German wine label, dry rather than off-dry or sweet
troelie	(Tupi) an Amazonian palm known as bussu, and the huge leaf it bears, used for thatching; also TROELY, TROOLIE
troelies	(Tupi) the huge leaf of the bussu palm; also TROELIE, TROOLIE
troely	(Tupi) the huge leaf of the bussu palm; also TROELIE, TROOLIE
troolie	(Tupi) an Amazonian palm known as bussu, and the huge leaf it bears; also TROELIE, TROELY
trophotactic	having to do with trophotaxis, movement or growth drawn on by food
trophotaxes	movement or growth in which the stimulus drawing the organism is food
trophotaxis	movement or growth in which the stimulus drawing the organism is food
tropismatic	having to do with tropism, growth turned by an outside stimulus
tropophytic	resembling a tropophyte, a plant fitted to seasons of wet and drought by turns
trouch	(dialect) worthless odds and ends, junk
trouches	(dialect) worthless odds and ends, junk
troutstone	a coarse-grained basic igneous rock of feldspar flecked with olivine, otherwise troctolite
troutstones	a coarse-grained basic igneous rock of feldspar flecked with olivine, otherwise troctolite
trucage	(French) the forging of works of art; also TRUQUAGE
trucages	(French) the forging of works of art; also TRUQUAGE
trueman	(archaic) a man of honest dealing
truemen	(archaic) a man of honest dealing
trugo	(Australian) a Melbourne game in which a rubber ring is driven through goals with a mallet
trugos	(Australian) a Melbourne game in which a rubber ring is driven through goals with a mallet
trunksleeve	(Shakespeare) a sleeve puffed out full at the shoulder
trunksleeves	(Shakespeare) a sleeve puffed out full at the shoulder
truquage	(French) the forging of works of art; also TRUCAGE
truquages	(French) the forging of works of art; also TRUCAGE
truqueur	(French) one who forges works of art
truqueurs	(French) one who forges works of art
tsesarewich	(Russian) a tsar's eldest son and heir; also CESAREVICH, CESAREVITCH, CESAREWICH, CESAREWITCH, TSAREVITCH, TSESAREVICH, TSESAREVITCH, TSESAREWITCH
tsesarewiches	(Russian) a tsar's eldest son and heir; also CESAREVICH, CESAREVITCH, CESAREWICH, CESAREWITCH, TSAREVITCH, TSESAREVICH, TSESAREVITCH, TSESAREWITCH
tsesarewitch	(Russian) a tsar's eldest son and heir; also CESAREVICH, CESAREVITCH, CESAREWICH, CESAREWITCH, TSAREVITCH, TSESAREVICH, TSESAREVITCH, TSESAREWICH
tsesarewitches	(Russian) a tsar's eldest son and heir; also CESAREVICH, CESAREVITCH, CESAREWICH, CESAREWITCH, TSAREVITCH, TSESAREVICH, TSESAREVITCH, TSESAREWICH
tubulifloral	bearing flowers drawn out into tubes; also TUBULIFLOROUS
tuchiss	a form of tuchis, the backside
tuchuss	a form of tuchus, the backside
tucutucu	a burrowing South American rodent that lives much as a mole does; also TUCOTUCO, TUCUTUCO
tucutucus	a burrowing South American rodent that lives much as a mole does; also TUCOTUCO, TUCUTUCO
tufftaffeta	(obsolete) a taffeta raised in a tufted pile; also TUFFTAFFETY, TUFTAFFETA, TUFTAFFETY
tufftaffetas	(obsolete) a taffeta raised in a tufted pile; also TUFFTAFFETY, TUFTAFFETA, TUFTAFFETY
tufftaffeties	(obsolete) a taffeta raised in a tufted pile; also TUFFTAFFETA, TUFTAFFETA, TUFTAFFETY
tufftaffety	(obsolete) a taffeta raised in a tufted pile; also TUFFTAFFETA, TUFTAFFETA, TUFTAFFETY
tuftaffeties	(archaic) a taffeta raised in a tufted pile; also TUFFTAFFETA, TUFFTAFFETY, TUFTAFFETA
tuftaffety	(archaic) a taffeta raised in a tufted pile; also TUFFTAFFETA, TUFFTAFFETY, TUFTAFFETA
tuilzie	(Scots) to contend, to come to blows; also TUILYIE
tuilzied	(Scots) to contend, to come to blows; also TUILYIE
tuilzieing	(Scots) to contend, to come to blows; also TUILYIE
tuilzies	(Scots) to contend, to come to blows; also TUILYIE
tuktu	(Inuit) the caribou of the northern barrens; also TUKTOO
tuktus	(Inuit) the caribou of the northern barrens; also TUKTOO
tulban	(obsolete) a turban; also TULIPANT, TURBAN, TURBAND, TURBANT, TURBOND, TURRIBANT
tulbans	(obsolete) a turban; also TULIPANT, TURBAN, TURBAND, TURBANT, TURBOND, TURRIBANT
tumphies	(Scots) a dolt, one slow in the wits
tumphy	(Scots) a dolt, one slow in the wits
tunbellied	carrying a belly as round as a cask
tunbellies	a belly swollen round like a cask
tunbelly	a belly swollen round like a cask
tund	(archaic) to strike repeatedly, to thump
tunded	(archaic) to strike repeatedly, to thump
tunds	(archaic) to strike repeatedly, to thump
tuptowing	the drudgery of conjugating Greek verbs
turbinacious	(Scott) said of whisky that carries the smell of peat smoke
turbond	(Shakespeare) a turban
turbonds	(Shakespeare) a turban
turtleling	a turtle newly hatched, a very small one
twafald	(Scots) twice as much, twofold
tweedledee	(Scots) to scrape out a tune on the fiddle
tweedledeed	(Scots) to scrape out a tune on the fiddle
tweedledeeing	(Scots) to scrape out a tune on the fiddle
tweedledees	(Scots) to scrape out a tune on the fiddle
twichildren	one whose age has brought them back to the ways of childhood
twirpier	after the manner of a twirp, an insignificant person; also TWERPY
twirpiest	after the manner of a twirp, an insignificant person; also TWERPY
twirpy	after the manner of a twirp, an insignificant person; also TWERPY
twopenceworth	as much of a thing as twopence will buy
twopenceworths	as much of a thing as twopence will buy
twoseater	a car or other vehicle with room for two
twoseaters	a car or other vehicle with room for two
twostroke	naming an engine that fires once in every two strokes of the piston
tyndallimetries	the reckoning of how much matter hangs suspended in a liquid from the light it scatters
tyndallimetry	the reckoning of how much matter hangs suspended in a liquid from the light it scatters
typecasters	one who casts type in metal; also, one who casts an actor always in the same part
typto	to labour at Greek grammar, from the verb used as the model of conjugation
typtoed	to labour at Greek grammar, from the verb used as the model of conjugation
typtoing	to labour at Greek grammar, from the verb used as the model of conjugation
typtos	to labour at Greek grammar, from the verb used as the model of conjugation
tyranne	to rule as a tyrant does; also TYRAN, TYRANT
tyrannes	to rule as a tyrant does; also TYRAN, TYRANT
tyroglyphid	a mite of the genus Tyroglyphus, taking in the cheese mite and the flour mite
tyroglyphids	a mite of the genus Tyroglyphus, taking in the cheese mite and the flour mite
tyropitta	(Modern Greek) a Greek pastry filled with cheese; also TYROPITA
tyropittas	(Modern Greek) a Greek pastry filled with cheese; also TYROPITA
uillean	(Irish) used in uillean pipes, the Irish bagpipes filled by a bellows squeezed under the arm; also UILLEANN
uilleann	(Irish) used in uilleann pipes, the Irish bagpipes filled by a bellows squeezed under the arm and played sitting; also UILLEAN
ulices	(Latin) any of the spiny shrubs of the genus Ulex, gorse or furze
uloses	(Greek) the closing of a wound by the forming of a scar
ulosis	(Greek) the closing of a wound by the forming of a scar
ulyie	(Scots) oil; also ULZIE
ulyies	(Scots) oil; also ULZIE
ulzie	(Scots) oil; also ULYIE
ulzies	(Scots) oil; also ULYIE
umble	used in umble pie, a pie made from a deer's heart, liver and entrails
umfazi	(South African) a married woman of an African people
umfazis	(South African) a married woman of an African people
unadventrous	(Milton) not given to venturing anything; also UNADVENTUROUS
unaking	(Shakespeare) free from ache
unbraste	(Spenser) with clothing loose and unfastened; also UNBRACED
unbrizzed	(Scott) not bruised, unmarked
unchastizable	not to be corrected by punishment; also UNCHASTISABLE
unchrisom	(Lamb) not yet brought to baptism
uncinaria	a hookworm of the genus Uncinaria, named from its hooked mouthparts
uncinarias	a hookworm of the genus Uncinaria, named from its hooked mouthparts
uncomatable	not to be got at, beyond reach; also UNCOMEATABLE
undecimole	a run of eleven notes played in the time of eight
undecimoles	a run of eleven notes played in the time of eight
underbough	a branch growing low on the trunk
underboughs	a branch growing low on the trunk
underntime	(obsolete) the hour at which the midday meal is taken; also UNDERTIME
underntimes	(obsolete) the hour at which the midday meal is taken; also UNDERTIME
underpassion	a passion working beneath the surface of the mind
underpassions	a passion working beneath the surface of the mind
underprising	(obsolete) to rate below its worth
undertane	(Spenser) taken in hand, undertaken
underthirst	(Wordsworth) a craving working beneath the surface of the mind
underthirsts	(Wordsworth) a craving working beneath the surface of the mind
undescendable	that offers no way down; also UNDESCENDIBLE
undescendible	that offers no way down; also UNDESCENDABLE
undesert	the want of anything to deserve reward
undeserts	the want of anything to deserve reward
unfinishings	(Milton) the act of leaving a thing incomplete
ungord	(Shakespeare) not pierced or wounded; also UNGORED
unherst	to take out of the funeral carriage
unhouzzled	(Shakespeare) having died without receiving the sacrament; also UNHOUSELED
uninchanted	(Milton) under no spell
unlightsome	(Milton) giving out no light, dark
unnaneld	(Shakespeare) having died without the last anointing; also UNANELED
unneath	(dialect) below, beneath; also ANEATH, BENEATH, NEATH
unown	to give up ownership of, to disclaim as one's own
unpanel	to strip the saddle from; also UNPANNEL
unpanelling	to strip the saddle from; also UNPANNEL
unpanels	to strip the saddle from; also UNPANNEL
unpinkt	(Shakespeare) left plain, without the small ornamental holes punched in it; also UNPINKED
